antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequents_len,rules_set_sorted,rules_len,rules_sorted
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.68506299,0.99940012,0.68506299,1.0,1.00060024,0.00041096,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.92921416,0.99940012,0.92921416,1.0,1.00060024,0.00055742,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.92681464,0.99940012,0.92681464,1.0,1.00060024,0.00055598,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'is_sm_ips_ports'}),0.30653869,0.99940012,0.30653869,1.0,1.00060024,0.00018389,inf,1,1,"['is_sm_ips_ports', 'sloss']",2,"is_sm_ips_ports,sloss"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.69586083,0.99940012,0.69586083,1.0,1.00060024,0.00041743,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.95920816,0.99940012,0.95920816,1.0,1.00060024,0.00057541,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.73065387,0.99940012,0.73065387,1.0,1.00060024,0.0004383,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.84583083,0.99940012,0.84583083,1.0,1.00060024,0.0005074,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.54469106,0.99940012,0.54469106,1.0,1.00060024,0.00032675,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.69406119,0.70425915,0.69406119,1.0,1.41993186,0.20526225,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'swin'}),frozenset({'proto'}),0.70425915,0.70425915,0.70425915,1.0,1.41993186,0.2082782,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'proto'}),frozenset({'swin'}),0.70425915,0.70425915,0.70425915,1.0,1.41993186,0.2082782,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.69406119,0.70425915,0.69406119,1.0,1.41993186,0.20526225,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.73245351,0.85002999,0.73245351,1.0,1.17642908,0.10984606,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.52909418,0.85002999,0.52909418,1.0,1.17642908,0.07934826,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.30233953,0.90881824,0.30233953,1.0,1.10033003,0.02756785,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.30233953,0.90881824,0.30233953,1.0,1.10033003,0.02756785,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.90881824,0.90881824,0.90881824,1.0,1.10033003,0.08286765,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.90881824,0.90881824,0.90881824,1.0,1.10033003,0.08286765,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.30233953,0.91361728,0.30233953,1.0,1.09455023,0.02611691,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.90881824,0.91361728,0.90881824,1.0,1.09455023,0.07850619,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.90881824,0.91361728,0.90881824,1.0,1.09455023,0.07850619,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'dttl'}),frozenset({'sttl'}),0.92381524,0.92681464,0.92381524,1.0,1.0789644,0.06760975,inf,1,1,"['dttl', 'sttl']",2,"dttl,sttl"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.92681464,0.94181164,0.92681464,1.0,1.06178344,0.05392983,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.92381524,0.94181164,0.92381524,1.0,1.06178344,0.0537553,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.58488302,0.97780444,0.58488302,1.0,1.02269939,0.01298181,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.58488302,0.97780444,0.58488302,1.0,1.02269939,0.01298181,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'tcprtt'}),frozenset({'is_ftp_login'}),0.30233953,0.97780444,0.30233953,1.0,1.02269939,0.0067106,inf,1,1,"['is_ftp_login', 'tcprtt']",2,"is_ftp_login,tcprtt"
frozenset({'tcprtt'}),frozenset({'ct_ftp_cmd'}),0.30233953,0.97780444,0.30233953,1.0,1.02269939,0.0067106,inf,1,1,"['ct_ftp_cmd', 'tcprtt']",2,"ct_ftp_cmd,tcprtt"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.97780444,0.97780444,0.97780444,1.0,1.02269939,0.02170292,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.97780444,0.97780444,0.97780444,1.0,1.02269939,0.02170292,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.70425915,0.99880024,0.70425915,1.0,1.0012012,0.00084494,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.69406119,0.99880024,0.69406119,1.0,1.0012012,0.00083271,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.92681464,0.99880024,0.92681464,1.0,1.0012012,0.00111196,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.92381524,0.99880024,0.92381524,1.0,1.0012012,0.00110836,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.70425915,0.99880024,0.70425915,1.0,1.0012012,0.00084494,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.94181164,0.99880024,0.94181164,1.0,1.0012012,0.00112995,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.73245351,0.99880024,0.73245351,1.0,1.0012012,0.00087877,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.85002999,0.99880024,0.85002999,1.0,1.0012012,0.00101983,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.52909418,0.99880024,0.52909418,1.0,1.0012012,0.00063479,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.71145771,0.71805639,0.71145771,1.0,1.39264829,0.20059096,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'sloss'}),frozenset({'proto'}),0.30833833,0.71805639,0.30833833,1.0,1.39264829,0.08693402,inf,1,1,"['proto', 'sloss']",2,"proto,sloss"
frozenset({'swin'}),frozenset({'proto'}),0.71805639,0.71805639,0.71805639,1.0,1.39264829,0.20245141,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'proto'}),frozenset({'swin'}),0.71805639,0.71805639,0.71805639,1.0,1.39264829,0.20245141,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.71145771,0.71805639,0.71145771,1.0,1.39264829,0.20059096,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'sloss'}),frozenset({'swin'}),0.30833833,0.71805639,0.30833833,1.0,1.39264829,0.08693402,inf,1,1,"['sloss', 'swin']",2,"sloss,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.74025195,0.84823035,0.74025195,1.0,1.17892504,0.11234778,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.54169166,0.84823035,0.54169166,1.0,1.17892504,0.08221235,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'sloss'}),frozenset({'trans_depth'}),0.30833833,0.93161368,0.30833833,1.0,1.07340631,0.02108612,inf,1,1,"['sloss', 'trans_depth']",2,"sloss,trans_depth"
frozenset({'sloss'}),frozenset({'ct_flw_http_mthd'}),0.30833833,0.93161368,0.30833833,1.0,1.07340631,0.02108612,inf,1,1,"['ct_flw_http_mthd', 'sloss']",2,"ct_flw_http_mthd,sloss"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.93161368,0.93161368,0.93161368,1.0,1.07340631,0.06370963,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.93161368,0.93161368,0.93161368,1.0,1.07340631,0.06370963,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'sloss'}),frozenset({'response_body_len'}),0.30833833,0.93461308,0.30833833,1.0,1.06996149,0.02016129,inf,1,1,"['response_body_len', 'sloss']",2,"response_body_len,sloss"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.9490102,0.96580684,0.9490102,1.0,1.03540373,0.03244966,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.9490102,0.96580684,0.9490102,1.0,1.03540373,0.03244966,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.64187163,0.97660468,0.64187163,1.0,1.02395577,0.01501679,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.64187163,0.97660468,0.64187163,1.0,1.02395577,0.01501679,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'sloss'}),frozenset({'is_ftp_login'}),0.30833833,0.97660468,0.30833833,1.0,1.02395577,0.00721367,inf,1,1,"['is_ftp_login', 'sloss']",2,"is_ftp_login,sloss"
frozenset({'sloss'}),frozenset({'ct_ftp_cmd'}),0.30833833,0.97660468,0.30833833,1.0,1.02395577,0.00721367,inf,1,1,"['ct_ftp_cmd', 'sloss']",2,"ct_ftp_cmd,sloss"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.97660468,0.97660468,0.97660468,1.0,1.02395577,0.02284798,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.97660468,0.97660468,0.97660468,1.0,1.02395577,0.02284798,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.71805639,0.99820036,0.71805639,1.0,1.00180288,0.00129224,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.71145771,0.99820036,0.71145771,1.0,1.00180288,0.00128037,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.9490102,0.99820036,0.9490102,1.0,1.00180288,0.00170788,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.9490102,0.99820036,0.9490102,1.0,1.00180288,0.00170788,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'is_sm_ips_ports'}),0.30833833,0.99820036,0.30833833,1.0,1.00180288,0.0005549,inf,1,1,"['is_sm_ips_ports', 'sloss']",2,"is_sm_ips_ports,sloss"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.71805639,0.99820036,0.71805639,1.0,1.00180288,0.00129224,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.96580684,0.99820036,0.96580684,1.0,1.00180288,0.0017381,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.74025195,0.99820036,0.74025195,1.0,1.00180288,0.00133219,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.84823035,0.99820036,0.84823035,1.0,1.00180288,0.00152651,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.54169166,0.99820036,0.54169166,1.0,1.00180288,0.00097485,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.70245951,0.71265747,0.70245951,1.0,1.40319865,0.20184649,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'swin'}),frozenset({'proto'}),0.71265747,0.71265747,0.71265747,1.0,1.40319865,0.2047768,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'proto'}),frozenset({'swin'}),0.71265747,0.71265747,0.71265747,1.0,1.40319865,0.2047768,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.70245951,0.71265747,0.70245951,1.0,1.40319865,0.20184649,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.74445111,0.85542891,0.74445111,1.0,1.16900421,0.10762611,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.55188962,0.85542891,0.55188962,1.0,1.16900421,0.07978728,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.90941812,0.90941812,0.90941812,1.0,1.09960422,0.08237681,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.90941812,0.90941812,0.90941812,1.0,1.09960422,0.08237681,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.90941812,0.9190162,0.90941812,1.0,1.0881201,0.07364814,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.90941812,0.9190162,0.90941812,1.0,1.0881201,0.07364814,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'dttl'}),frozenset({'sttl'}),0.940012,0.94181164,0.940012,1.0,1.06178344,0.05469776,inf,1,1,"['dttl', 'sttl']",2,"dttl,sttl"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.94181164,0.9610078,0.94181164,1.0,1.04057428,0.03672331,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.940012,0.9610078,0.940012,1.0,1.04057428,0.03665314,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.60287942,0.98260348,0.60287942,1.0,1.01770452,0.010488,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.60287942,0.98260348,0.60287942,1.0,1.01770452,0.010488,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.98260348,0.98260348,0.98260348,1.0,1.01770452,0.01709388,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.98260348,0.98260348,0.98260348,1.0,1.01770452,0.01709388,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.71265747,0.99880024,0.71265747,1.0,1.0012012,0.00085502,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.70245951,0.99880024,0.70245951,1.0,1.0012012,0.00084278,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.94181164,0.99880024,0.94181164,1.0,1.0012012,0.00112995,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.940012,0.99880024,0.940012,1.0,1.0012012,0.00112779,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.71265747,0.99880024,0.71265747,1.0,1.0012012,0.00085502,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.9610078,0.99880024,0.9610078,1.0,1.0012012,0.00115298,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.74445111,0.99880024,0.74445111,1.0,1.0012012,0.00089316,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.85542891,0.99880024,0.85542891,1.0,1.0012012,0.00102631,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.55188962,0.99880024,0.55188962,1.0,1.0012012,0.00066214,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.70305939,0.71325735,0.70305939,1.0,1.4020185,0.20159711,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'swin'}),frozenset({'proto'}),0.71325735,0.71325735,0.71325735,1.0,1.4020185,0.2045213,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'proto'}),frozenset({'swin'}),0.71325735,0.71325735,0.71325735,1.0,1.4020185,0.2045213,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.70305939,0.71325735,0.70305939,1.0,1.4020185,0.20159711,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.73905219,0.85722855,0.73905219,1.0,1.16655003,0.10551555,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.53569286,0.85722855,0.53569286,1.0,1.16655003,0.07648164,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.30113977,0.90641872,0.30113977,1.0,1.10324289,0.02818105,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.30113977,0.90641872,0.30113977,1.0,1.10324289,0.02818105,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.90641872,0.90641872,0.90641872,1.0,1.10324289,0.08482383,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.90641872,0.90641872,0.90641872,1.0,1.10324289,0.08482383,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.30113977,0.91421716,0.30113977,1.0,1.09383202,0.02583263,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.90641872,0.91421716,0.90641872,1.0,1.09383202,0.07775517,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.90641872,0.91421716,0.90641872,1.0,1.09383202,0.07775517,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.94241152,0.96460708,0.94241152,1.0,1.03669154,0.0333547,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.94121176,0.96460708,0.94121176,1.0,1.03669154,0.03331223,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.60227954,0.9790042,0.60227954,1.0,1.02144608,0.01264534,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.60227954,0.9790042,0.60227954,1.0,1.02144608,0.01264534,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'tcprtt'}),frozenset({'is_ftp_login'}),0.30113977,0.9790042,0.30113977,1.0,1.02144608,0.00632267,inf,1,1,"['is_ftp_login', 'tcprtt']",2,"is_ftp_login,tcprtt"
frozenset({'tcprtt'}),frozenset({'ct_ftp_cmd'}),0.30113977,0.9790042,0.30113977,1.0,1.02144608,0.00632267,inf,1,1,"['ct_ftp_cmd', 'tcprtt']",2,"ct_ftp_cmd,tcprtt"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.9790042,0.9790042,0.9790042,1.0,1.02144608,0.02055498,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.9790042,0.9790042,0.9790042,1.0,1.02144608,0.02055498,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.71325735,0.99760048,0.71325735,1.0,1.00240529,0.00171148,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.70305939,0.99760048,0.70305939,1.0,1.00240529,0.00168701,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.94241152,0.99760048,0.94241152,1.0,1.00240529,0.00226134,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.94121176,0.99760048,0.94121176,1.0,1.00240529,0.00225846,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.71325735,0.99760048,0.71325735,1.0,1.00240529,0.00171148,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.96460708,0.99760048,0.96460708,1.0,1.00240529,0.00231459,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.73905219,0.99760048,0.73905219,1.0,1.00240529,0.00177337,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
