antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequents_len,rules_set_sorted,rules_len,rules_sorted
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.53629274,0.85782843,0.53629274,1.0,1.16573427,0.07624558,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.30233953,0.90761848,0.30233953,1.0,1.10178453,0.02793059,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.30233953,0.90761848,0.30233953,1.0,1.10178453,0.02793059,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.90761848,0.90761848,0.90761848,1.0,1.10178453,0.08384718,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.90761848,0.90761848,0.90761848,1.0,1.10178453,0.08384718,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.30233953,0.91721656,0.30233953,1.0,1.09025507,0.02502871,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.90761848,0.91721656,0.90761848,1.0,1.09025507,0.07513578,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.90761848,0.91721656,0.90761848,1.0,1.09025507,0.07513578,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.93041392,0.94841032,0.93041392,1.0,1.05439595,0.04799976,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.93221356,0.94841032,0.93221356,1.0,1.05439595,0.0480926,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.59508098,0.9730054,0.59508098,1.0,1.02774353,0.01606397,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.59508098,0.9730054,0.59508098,1.0,1.02774353,0.01606397,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'tcprtt'}),frozenset({'is_ftp_login'}),0.30233953,0.9730054,0.30233953,1.0,1.02774353,0.00816154,inf,1,1,"['is_ftp_login', 'tcprtt']",2,"is_ftp_login,tcprtt"
frozenset({'tcprtt'}),frozenset({'ct_ftp_cmd'}),0.30233953,0.9730054,0.30233953,1.0,1.02774353,0.00816154,inf,1,1,"['ct_ftp_cmd', 'tcprtt']",2,"ct_ftp_cmd,tcprtt"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.9730054,0.9730054,0.9730054,1.0,1.02774353,0.02626589,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.9730054,0.9730054,0.9730054,1.0,1.02774353,0.02626589,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.70425915,0.99580084,0.70425915,1.0,1.00421687,0.0029573,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.69106179,0.99580084,0.69106179,1.0,1.00421687,0.00290188,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.93041392,0.99580084,0.93041392,1.0,1.00421687,0.00390696,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.93221356,0.99580084,0.93221356,1.0,1.00421687,0.00391451,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.70425915,0.99580084,0.70425915,1.0,1.00421687,0.0029573,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.94841032,0.99580084,0.94841032,1.0,1.00421687,0.00398253,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.74025195,0.99580084,0.74025195,1.0,1.00421687,0.00310844,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.85782843,0.99580084,0.85782843,1.0,1.00421687,0.00360216,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.53629274,0.99580084,0.53629274,1.0,1.00421687,0.00225198,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'stcpb'}),frozenset({'dtcpb'}),0.31013797,0.31013797,0.31013797,1.0,3.22437137,0.21395241,inf,1,1,"['dtcpb', 'stcpb']",2,"dtcpb,stcpb"
frozenset({'dtcpb'}),frozenset({'stcpb'}),0.31013797,0.31013797,0.31013797,1.0,3.22437137,0.21395241,inf,1,1,"['dtcpb', 'stcpb']",2,"dtcpb,stcpb"
frozenset({'stcpb'}),frozenset({'sloss'}),0.31013797,0.31433713,0.31013797,1.0,3.18129771,0.21265009,inf,1,1,"['sloss', 'stcpb']",2,"sloss,stcpb"
frozenset({'dtcpb'}),frozenset({'sloss'}),0.31013797,0.31433713,0.31013797,1.0,3.18129771,0.21265009,inf,1,1,"['dtcpb', 'sloss']",2,"dtcpb,sloss"
frozenset({'sloss'}),frozenset({'tcprtt'}),0.31433713,0.31913617,0.31433713,1.0,3.13345865,0.21402078,inf,1,1,"['sloss', 'tcprtt']",2,"sloss,tcprtt"
frozenset({'stcpb'}),frozenset({'tcprtt'}),0.31013797,0.31913617,0.31013797,1.0,3.13345865,0.21116173,inf,1,1,"['stcpb', 'tcprtt']",2,"stcpb,tcprtt"
frozenset({'dtcpb'}),frozenset({'tcprtt'}),0.31013797,0.31913617,0.31013797,1.0,3.13345865,0.21116173,inf,1,1,"['dtcpb', 'tcprtt']",2,"dtcpb,tcprtt"
frozenset({'state'}),frozenset({'proto'}),0.67966407,0.68986203,0.67966407,1.0,1.44956522,0.21078964,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'proto'}),frozenset({'swin'}),0.68986203,0.68986203,0.68986203,1.0,1.44956522,0.21395241,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'swin'}),frozenset({'proto'}),0.68986203,0.68986203,0.68986203,1.0,1.44956522,0.21395241,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.67966407,0.68986203,0.67966407,1.0,1.44956522,0.21078964,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.74385123,0.86622675,0.74385123,1.0,1.15443213,0.09950739,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.55128974,0.86622675,0.55128974,1.0,1.15443213,0.07374782,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'sloss'}),frozenset({'trans_depth'}),0.31433713,0.92621476,0.31433713,1.0,1.07966321,0.02319344,inf,1,1,"['sloss', 'trans_depth']",2,"sloss,trans_depth"
frozenset({'sloss'}),frozenset({'ct_flw_http_mthd'}),0.31433713,0.92621476,0.31433713,1.0,1.07966321,0.02319344,inf,1,1,"['ct_flw_http_mthd', 'sloss']",2,"ct_flw_http_mthd,sloss"
frozenset({'stcpb'}),frozenset({'trans_depth'}),0.31013797,0.92621476,0.31013797,1.0,1.07966321,0.02288361,inf,1,1,"['stcpb', 'trans_depth']",2,"stcpb,trans_depth"
frozenset({'stcpb'}),frozenset({'ct_flw_http_mthd'}),0.31013797,0.92621476,0.31013797,1.0,1.07966321,0.02288361,inf,1,1,"['ct_flw_http_mthd', 'stcpb']",2,"ct_flw_http_mthd,stcpb"
frozenset({'dtcpb'}),frozenset({'trans_depth'}),0.31013797,0.92621476,0.31013797,1.0,1.07966321,0.02288361,inf,1,1,"['dtcpb', 'trans_depth']",2,"dtcpb,trans_depth"
frozenset({'dtcpb'}),frozenset({'ct_flw_http_mthd'}),0.31013797,0.92621476,0.31013797,1.0,1.07966321,0.02288361,inf,1,1,"['ct_flw_http_mthd', 'dtcpb']",2,"ct_flw_http_mthd,dtcpb"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.31913617,0.92621476,0.31913617,1.0,1.07966321,0.02354754,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.31913617,0.92621476,0.31913617,1.0,1.07966321,0.02354754,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.92621476,0.92621476,0.92621476,1.0,1.07966321,0.06834098,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.92621476,0.92621476,0.92621476,1.0,1.07966321,0.06834098,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'sloss'}),frozenset({'response_body_len'}),0.31433713,0.92861428,0.31433713,1.0,1.07687339,0.02243918,inf,1,1,"['response_body_len', 'sloss']",2,"response_body_len,sloss"
frozenset({'stcpb'}),frozenset({'response_body_len'}),0.31013797,0.92861428,0.31013797,1.0,1.07687339,0.02213942,inf,1,1,"['response_body_len', 'stcpb']",2,"response_body_len,stcpb"
frozenset({'dtcpb'}),frozenset({'response_body_len'}),0.31013797,0.92861428,0.31013797,1.0,1.07687339,0.02213942,inf,1,1,"['dtcpb', 'response_body_len']",2,"dtcpb,response_body_len"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.31913617,0.92861428,0.31913617,1.0,1.07687339,0.02278177,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.92621476,0.92861428,0.92621476,1.0,1.07687339,0.06611851,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.92621476,0.92861428,0.92621476,1.0,1.07687339,0.06611851,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.9310138,0.95560888,0.9310138,1.0,1.04645323,0.04132875,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.92981404,0.95560888,0.92981404,1.0,1.04645323,0.04127549,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.6154769,0.98260348,0.6154769,1.0,1.01770452,0.01070716,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'sloss'}),frozenset({'ct_ftp_cmd'}),0.31433713,0.98260348,0.31433713,1.0,1.01770452,0.00546837,inf,1,1,"['ct_ftp_cmd', 'sloss']",2,"ct_ftp_cmd,sloss"
frozenset({'stcpb'}),frozenset({'ct_ftp_cmd'}),0.31013797,0.98260348,0.31013797,1.0,1.01770452,0.00539532,inf,1,1,"['ct_ftp_cmd', 'stcpb']",2,"ct_ftp_cmd,stcpb"
frozenset({'dtcpb'}),frozenset({'ct_ftp_cmd'}),0.31013797,0.98260348,0.31013797,1.0,1.01770452,0.00539532,inf,1,1,"['ct_ftp_cmd', 'dtcpb']",2,"ct_ftp_cmd,dtcpb"
frozenset({'tcprtt'}),frozenset({'ct_ftp_cmd'}),0.31913617,0.98260348,0.31913617,1.0,1.01770452,0.00555186,inf,1,1,"['ct_ftp_cmd', 'tcprtt']",2,"ct_ftp_cmd,tcprtt"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.6154769,0.98320336,0.6154769,1.0,1.01708359,0.01033794,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'sloss'}),frozenset({'is_ftp_login'}),0.31433713,0.98320336,0.31433713,1.0,1.01708359,0.00527981,inf,1,1,"['is_ftp_login', 'sloss']",2,"is_ftp_login,sloss"
frozenset({'stcpb'}),frozenset({'is_ftp_login'}),0.31013797,0.98320336,0.31013797,1.0,1.01708359,0.00520928,inf,1,1,"['is_ftp_login', 'stcpb']",2,"is_ftp_login,stcpb"
frozenset({'dtcpb'}),frozenset({'is_ftp_login'}),0.31013797,0.98320336,0.31013797,1.0,1.01708359,0.00520928,inf,1,1,"['dtcpb', 'is_ftp_login']",2,"dtcpb,is_ftp_login"
frozenset({'tcprtt'}),frozenset({'is_ftp_login'}),0.31913617,0.98320336,0.31913617,1.0,1.01708359,0.00536042,inf,1,1,"['is_ftp_login', 'tcprtt']",2,"is_ftp_login,tcprtt"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.98260348,0.98320336,0.98260348,1.0,1.01708359,0.01650444,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.68986203,1.0,0.68986203,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'service'}),frozenset({'is_sm_ips_ports'}),0.6154769,1.0,0.6154769,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'service']",2,"is_sm_ips_ports,service"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.67966407,1.0,0.67966407,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.9310138,1.0,0.9310138,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.92981404,1.0,0.92981404,1.0,1.0,0.0,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'is_sm_ips_ports'}),0.31433713,1.0,0.31433713,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'sloss']",2,"is_sm_ips_ports,sloss"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.68986203,1.0,0.68986203,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'stcpb'}),frozenset({'is_sm_ips_ports'}),0.31013797,1.0,0.31013797,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'stcpb']",2,"is_sm_ips_ports,stcpb"
frozenset({'dtcpb'}),frozenset({'is_sm_ips_ports'}),0.31013797,1.0,0.31013797,1.0,1.0,0.0,inf,1,1,"['dtcpb', 'is_sm_ips_ports']",2,"dtcpb,is_sm_ips_ports"
frozenset({'tcprtt'}),frozenset({'is_sm_ips_ports'}),0.31913617,1.0,0.31913617,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'tcprtt']",2,"is_sm_ips_ports,tcprtt"
frozenset({'trans_depth'}),frozenset({'is_sm_ips_ports'}),0.92621476,1.0,0.92621476,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'trans_depth']",2,"is_sm_ips_ports,trans_depth"
frozenset({'response_body_len'}),frozenset({'is_sm_ips_ports'}),0.92861428,1.0,0.92861428,1.0,1.0,0.0,inf,1,1,"['is_sm_ips_ports', 'response_body_len']",2,"is_sm_ips_ports,response_body_len"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.95560888,1.0,0.95560888,1.0,1.0,0.0,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.74385123,1.0,0.74385123,1.0,1.0,0.0,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.86622675,1.0,0.86622675,1.0,1.0,0.0,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.55128974,1.0,0.55128974,1.0,1.0,0.0,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'is_ftp_login'}),frozenset({'is_sm_ips_ports'}),0.98320336,1.0,0.98320336,1.0,1.0,0.0,inf,1,1,"['is_ftp_login', 'is_sm_ips_ports']",2,"is_ftp_login,is_sm_ips_ports"
frozenset({'ct_ftp_cmd'}),frozenset({'is_sm_ips_ports'}),0.98260348,1.0,0.98260348,1.0,1.0,0.0,inf,1,1,"['ct_ftp_cmd', 'is_sm_ips_ports']",2,"ct_ftp_cmd,is_sm_ips_ports"
frozenset({'ct_flw_http_mthd'}),frozenset({'is_sm_ips_ports'}),0.92621476,1.0,0.92621476,1.0,1.0,0.0,inf,1,1,"['ct_flw_http_mthd', 'is_sm_ips_ports']",2,"ct_flw_http_mthd,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.69646071,0.70845831,0.69646071,1.0,1.41151566,0.20304733,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'proto'}),frozenset({'swin'}),0.70845831,0.70845831,0.70845831,1.0,1.41151566,0.20654513,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'swin'}),frozenset({'proto'}),0.70845831,0.70845831,0.70845831,1.0,1.41151566,0.20654513,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.69646071,0.70845831,0.69646071,1.0,1.41151566,0.20304733,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.73785243,0.84943011,0.73785243,1.0,1.17725989,0.11109836,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.54229154,0.84943011,0.54229154,1.0,1.17725989,0.08165278,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.89442112,0.89442112,0.89442112,1.0,1.11804158,0.09443198,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.89442112,0.89442112,0.89442112,1.0,1.11804158,0.09443198,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.89442112,0.90221956,0.89442112,1.0,1.10837766,0.08745689,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.89442112,0.90221956,0.89442112,1.0,1.10837766,0.08745689,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'dttl'}),frozenset({'sttl'}),0.9430114,0.94661068,0.9430114,1.0,1.05640051,0.05034674,inf,1,1,"['dttl', 'sttl']",2,"dttl,sttl"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.94661068,0.96520696,0.94661068,1.0,1.03604723,0.03293546,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.9430114,0.96520696,0.9430114,1.0,1.03604723,0.03281023,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.61307738,0.97960408,0.61307738,1.0,1.02082058,0.01250428,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.61307738,0.97960408,0.61307738,1.0,1.02082058,0.01250428,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'tcprtt'}),frozenset({'is_ftp_login'}),0.30233953,0.97960408,0.30233953,1.0,1.02082058,0.00616649,inf,1,1,"['is_ftp_login', 'tcprtt']",2,"is_ftp_login,tcprtt"
frozenset({'tcprtt'}),frozenset({'ct_ftp_cmd'}),0.30233953,0.97960408,0.30233953,1.0,1.02082058,0.00616649,inf,1,1,"['ct_ftp_cmd', 'tcprtt']",2,"ct_ftp_cmd,tcprtt"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.97960408,0.97960408,0.97960408,1.0,1.02082058,0.01997993,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.97960408,0.97960408,0.97960408,1.0,1.02082058,0.01997993,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.70845831,0.99880024,0.70845831,1.0,1.0012012,0.00084998,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.69646071,0.99880024,0.69646071,1.0,1.0012012,0.00083559,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.94661068,0.99880024,0.94661068,1.0,1.0012012,0.00113571,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.9430114,0.99880024,0.9430114,1.0,1.0012012,0.00113139,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.70845831,0.99880024,0.70845831,1.0,1.0012012,0.00084998,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.96520696,0.99880024,0.96520696,1.0,1.0012012,0.00115802,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.73785243,0.99880024,0.73785243,1.0,1.0012012,0.00088525,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.84943011,0.99880024,0.84943011,1.0,1.0012012,0.00101911,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.54229154,0.99880024,0.54229154,1.0,1.0012012,0.00065062,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.69766047,0.70845831,0.69766047,1.0,1.41151566,0.20339711,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'proto'}),frozenset({'swin'}),0.70845831,0.70845831,0.70845831,1.0,1.41151566,0.20654513,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'swin'}),frozenset({'proto'}),0.70845831,0.70845831,0.70845831,1.0,1.41151566,0.20654513,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.69766047,0.70845831,0.69766047,1.0,1.41151566,0.20339711,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.30233953,0.91421716,0.30233953,1.0,1.09383202,0.02593554,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.30233953,0.91421716,0.30233953,1.0,1.09383202,0.02593554,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.91421716,0.91421716,0.91421716,1.0,1.09383202,0.07842415,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.91421716,0.91421716,0.91421716,1.0,1.09383202,0.07842415,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.30233953,0.92081584,0.30233953,1.0,1.08599349,0.0239405,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.91421716,0.92081584,0.91421716,1.0,1.08599349,0.07239152,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.91421716,0.92081584,0.91421716,1.0,1.08599349,0.07239152,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.92261548,0.95680864,0.92261548,1.0,1.04514107,0.03984902,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.92261548,0.95680864,0.92261548,1.0,1.04514107,0.03984902,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
